Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15,,,,,,,,,,,,,,,,,,,,,
1158220,1,1,10,2,3,7,5,3,1,23,3,5,6325,16,826.50,3.20,395.31,13.07,100.0%,0.0%,0.0%,11.9%,0.0%,0.0%,0.0%,0.0%,75.9%,0.0%,0.0%,12.3%,4.7%,95.3%,0.0%,0.0%,14.2%,0.0%,0.0%,0.0%,0.0%,0.0%,85.8%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1160050,2,1,10,2,2,7,3,1,1,24,6,22,4100,32,594.50,1.45,128.13,14.50,96.3%,0.0%,3.7%,19.5%,0.0%,0.0%,2.4%,1.8%,0.0%,2.4%,3.7%,70.1%,40.2%,59.8%,0.0%,0.0%,47.6%,9.1%,37.2%,0.0%,0.0%,0.0%,0.0%,1.8%,1.8%,0.0%,2.4%,,,,,,,,,,,,,,,,,,,,,
1160140,3,3,10,2,4,5,4,2,2,12,4,31,7915,51,1021.20,1.65,155.20,12.90,74.4%,23.7%,1.9%,12.6%,0.0%,0.0%,0.0%,0.0%,0.0%,8.8%,1.9%,76.6%,49.1%,38.5%,0.0%,12.3%,28.1%,2.8%,22.1%,15.2%,20.2%,0.0%,2.8%,0.0%,8.7%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1160280,1,1,4,2,4,5,7,4,0,15,6,29,11825,39,1437.25,1.34,303.21,12.15,100.0%,0.0%,0.0%,18.6%,21.6%,15.9%,0.0%,1.9%,0.0%,5.1%,0.0%,37.0%,23.0%,55.4%,21.6%,0.0%,39.5%,2.5%,7.0%,24.1%,3.4%,0.0%,0.0%,0.0%,1.9%,21.6%,0.0%,,,,,,,,,,,,,,,,,,,,,
1160330,2,3,10,2,4,5,5,2,1,27,6,61,15725,82,2191.00,1.34,191.77,13.93,90.9%,3.8%,5.2%,8.9%,0.0%,0.5%,0.0%,0.0%,1.4%,3.8%,5.7%,79.7%,60.4%,37.5%,0.0%,2.1%,28.3%,21.9%,26.7%,11.9%,1.9%,4.8%,3.0%,0.5%,0.0%,0.0%,1.0%,,,,,,,,,,,,,,,,,,,,,
1160540,1,1,10,2,3,7,6,4,1,24,4,13,14925,26,2101.00,2.00,574.04,14.08,48.4%,46.6%,5.0%,0.0%,0.0%,26.1%,0.0%,0.5%,1.5%,0.0%,0.0%,71.9%,6.0%,94.0%,0.0%,0.0%,1.5%,14.1%,0.0%,80.4%,0.0%,0.0%,1.5%,0.0%,0.5%,0.0%,2.0%,,,,,,,,,,,,,,,,,,,,,
1160600,3,3,10,2,4,4,4,1,1,21,2,11,17275,31,1800.00,2.82,557.26,10.42,100.0%,0.0%,0.0%,4.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,95.9%,8.1%,91.9%,0.0%,0.0%,91.9%,0.0%,0.0%,0.0%,8.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1160660,2,1,10,2,4,5,2,4,2,12,4,12,7400,26,585.50,2.17,284.62,7.91,95.9%,0.0%,4.1%,0.0%,4.1%,0.0%,10.8%,0.0%,0.0%,4.1%,0.0%,81.1%,4.1%,91.9%,4.1%,0.0%,10.8%,0.0%,4.1%,0.0%,0.0%,0.0%,0.0%,0.0%,4.1%,4.1%,77.0%,,,,,,,,,,,,,,,,,,,,,
1160890,1,1,4,2,4,5,4,4,1,21,2,8,8600,23,1134.50,2.88,373.91,13.19,93.0%,0.0%,7.0%,76.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,23.3%,14.0%,86.0%,0.0%,0.0%,89.5%,0.0%,0.0%,0.0%,2.3%,7.0%,0.0%,1.2%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161010,2,1,4,2,4,7,4,4,1,1,5,27,11600,39,1313.25,1.44,297.44,11.32,98.1%,1.9%,0.0%,23.7%,24.6%,6.5%,0.0%,0.0%,0.0%,3.4%,0.0%,41.8%,19.2%,56.3%,24.6%,0.0%,38.8%,14.7%,3.4%,12.3%,2.6%,3.7%,0.0%,0.0%,0.0%,24.6%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161130,1,1,10,2,2,7,5,1,1,50,5,74,11615,123,2068.75,1.66,94.43,17.81,87.7%,11.0%,1.3%,10.1%,0.0%,14.2%,0.0%,8.4%,2.6%,0.0%,0.0%,64.7%,67.9%,32.1%,0.0%,0.0%,31.1%,3.2%,8.2%,29.9%,3.4%,4.5%,2.6%,0.9%,8.4%,0.0%,7.8%,,,,,,,,,,,,,,,,,,,,,
1161270,1,3,10,2,4,5,3,4,1,26,4,4,3875,17,400.00,4.25,227.94,10.32,100.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,82.6%,7.7%,1.9%,7.7%,92.3%,0.0%,0.0%,7.7%,9.7%,82.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161340,2,3,10,2,4,5,2,4,1,30,5,17,2775,17,399.00,1.00,163.24,14.38,91.9%,8.1%,0.0%,0.0%,5.4%,8.1%,14.4%,16.2%,0.0%,0.0%,0.0%,55.9%,37.8%,56.8%,5.4%,0.0%,36.0%,18.0%,0.0%,13.5%,10.8%,0.0%,0.0%,0.0%,16.2%,5.4%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161390,1,0,0,0,4,0,0,5,0,0,1,1,225,1,58.50,1.00,225.00,26.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161500,1,3,10,2,4,5,5,4,1,22,7,20,15325,33,2031.50,1.65,464.39,13.26,93.3%,1.5%,5.2%,34.6%,2.9%,4.4%,0.0%,6.9%,0.0%,2.6%,2.9%,45.7%,24.5%,72.6%,2.9%,0.0%,64.6%,2.9%,4.6%,15.2%,0.0%,2.9%,0.0%,0.0%,6.9%,2.9%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161750,2,0,0,0,4,0,0,5,0,0,5,22,13075,43,1236.25,1.95,304.07,9.46,98.3%,1.7%,0.0%,21.8%,17.2%,1.7%,13.8%,0.0%,0.0%,0.0%,0.0%,45.5%,5.2%,67.3%,27.5%,0.0%,70.7%,0.0%,0.0%,1.7%,0.0%,0.0%,0.0%,0.0%,0.0%,27.5%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161780,1,0,0,0,4,0,0,5,0,0,2,3,825,3,75.00,1.00,275.00,9.09,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,36.4%,0.0%,0.0%,0.0%,0.0%,63.6%,0.0%,72.7%,27.3%,0.0%,72.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,27.3%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161880,1,2,10,2,4,4,5,1,1,32,2,11,13175,45,1354.00,4.09,292.78,10.28,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.3%,0.0%,97.7%,22.0%,64.9%,0.0%,13.1%,78.0%,1.1%,2.3%,3.4%,15.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1161920,3,3,10,2,4,5,2,4,1,28,4,17,7075,28,949.00,1.65,252.68,13.41,82.0%,18.0%,0.0%,26.9%,0.0%,0.0%,0.0%,0.0%,29.7%,11.3%,0.0%,32.2%,19.8%,80.2%,0.0%,0.0%,38.5%,0.0%,11.3%,3.2%,0.0%,10.2%,36.7%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162150,1,3,10,2,4,5,6,2,2,38,4,24,9750,37,1682.50,1.54,263.51,17.26,77.9%,13.1%,9.0%,32.6%,0.0%,0.0%,0.0%,0.0%,6.9%,0.0%,3.8%,56.7%,55.1%,43.8%,0.0%,1.0%,70.0%,6.2%,4.6%,0.0%,0.0%,8.7%,6.9%,2.1%,0.0%,0.0%,1.5%,,,,,,,,,,,,,,,,,,,,,
1162260,2,3,3,2,4,5,6,4,1,26,4,7,9075,27,2065.50,3.86,336.11,22.76,100.0%,0.0%,0.0%,13.2%,5.0%,0.0%,0.0%,78.5%,0.0%,0.0%,3.3%,0.0%,81.8%,13.2%,5.0%,0.0%,13.2%,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,78.5%,5.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162360,1,1,10,2,4,5,4,4,1,26,5,23,5950,31,811.00,1.35,191.94,13.63,66.4%,23.9%,9.7%,27.7%,0.0%,0.0%,3.4%,0.0%,0.0%,15.1%,2.5%,51.3%,45.4%,54.6%,0.0%,0.0%,34.5%,5.0%,34.9%,20.2%,1.7%,3.8%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162440,1,1,10,2,4,5,5,4,1,28,2,6,16500,28,1750.50,4.67,589.29,10.61,92.1%,0.0%,7.9%,84.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,15.8%,2.4%,97.6%,0.0%,0.0%,97.6%,0.0%,0.0%,0.0%,2.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162580,1,3,10,2,4,5,5,3,1,41,6,22,9975,26,1561.00,1.18,383.65,15.65,88.0%,12.0%,0.0%,12.5%,0.0%,15.0%,0.0%,4.5%,9.0%,2.0%,0.0%,56.9%,57.9%,34.1%,0.0%,8.0%,43.1%,1.5%,2.0%,26.3%,0.0%,9.0%,11.3%,2.3%,4.5%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162600,2,1,12,2,3,7,6,3,2,44,6,29,11825,39,1268.00,1.34,303.21,10.72,96.2%,3.8%,0.0%,16.9%,7.6%,1.3%,0.0%,0.0%,0.0%,3.4%,1.3%,69.6%,16.7%,75.7%,7.6%,0.0%,59.2%,4.7%,3.4%,5.9%,1.7%,6.3%,0.0%,0.0%,1.1%,7.6%,10.1%,,,,,,,,,,,,,,,,,,,,,
1162660,1,1,10,2,4,5,4,4,1,35,6,39,11625,53,1545.00,1.36,219.34,13.29,66.0%,32.7%,1.3%,14.2%,0.0%,6.5%,6.9%,0.0%,14.2%,0.0%,6.5%,51.8%,34.8%,54.8%,0.0%,10.3%,40.2%,24.5%,0.0%,14.2%,6.9%,0.0%,14.2%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162680,3,1,6,2,4,5,2,4,1,12,4,16,3275,20,392.50,1.25,163.75,11.98,64.1%,25.2%,10.7%,0.0%,0.0%,0.0%,0.0%,4.6%,0.0%,6.1%,2.3%,87.0%,50.4%,13.0%,0.0%,36.6%,59.5%,6.9%,15.3%,4.6%,0.0%,0.0%,9.2%,0.0%,4.6%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162890,1,3,10,2,4,7,5,4,1,35,5,28,7800,44,877.50,1.57,177.27,11.25,92.3%,4.8%,2.9%,14.1%,0.0%,1.0%,0.0%,2.9%,0.0%,12.8%,0.0%,69.2%,17.0%,60.6%,0.0%,22.4%,52.6%,1.9%,37.8%,4.8%,0.0%,0.0%,0.0%,0.0%,2.9%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1162960,2,1,4,2,4,5,6,3,1,23,4,24,5950,29,888.00,1.21,205.17,14.92,77.3%,22.7%,0.0%,5.5%,0.0%,7.6%,0.0%,2.5%,0.0%,0.0%,0.0%,84.5%,61.3%,21.8%,0.0%,16.8%,58.4%,0.0%,4.2%,13.9%,6.7%,7.6%,0.0%,0.0%,6.7%,0.0%,2.5%,,,,,,,,,,,,,,,,,,,,,
1163000,1,3,6,1,4,5,5,2,1,35,3,11,7175,21,817.50,1.91,341.67,11.39,94.8%,5.2%,0.0%,73.9%,0.0%,0.0%,0.0%,0.0%,2.1%,0.0%,0.0%,24.0%,14.3%,85.7%,0.0%,0.0%,88.5%,0.0%,2.1%,7.3%,0.0%,0.0%,2.1%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1163230,1,3,10,2,4,7,6,3,1,35,3,17,11775,39,2333.00,2.29,301.92,19.81,86.8%,3.8%,9.3%,14.0%,0.0%,0.0%,0.0%,1.3%,0.0%,0.0%,0.0%,84.7%,98.3%,0.0%,0.0%,1.7%,84.7%,0.0%,1.9%,0.0%,5.9%,6.2%,0.0%,0.0%,1.3%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1163300,1,0,0,0,4,0,0,5,0,0,2,8,2550,9,415.00,1.13,283.33,16.27,100.0%,0.0%,0.0%,47.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,52.9%,39.2%,60.8%,0.0%,0.0%,70.6%,13.7%,0.0%,0.0%,0.0%,15.7%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1163410,2,3,10,2,4,5,3,4,1,37,6,24,15550,64,1847.00,2.67,242.97,11.88,95.5%,0.0%,4.5%,4.5%,0.0%,1.0%,37.9%,6.3%,0.0%,16.7%,0.0%,33.6%,27.0%,73.0%,0.0%,0.0%,59.6%,10.6%,16.7%,1.0%,5.8%,0.0%,0.0%,0.0%,6.3%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1163560,1,1,4,2,4,5,2,4,1,16,2,11,2000,17,443.00,1.55,117.65,22.15,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,11.3%,0.0%,0.0%,0.0%,88.8%,100.0%,0.0%,0.0%,0.0%,67.5%,0.0%,0.0%,6.3%,0.0%,15.0%,0.0%,0.0%,11.3%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1163670,1,3,10,1,4,5,5,3,1,22,6,32,6635,40,971.80,1.25,165.88,14.65,85.7%,14.3%,0.0%,7.5%,0.0%,15.8%,0.0%,3.4%,12.4%,1.5%,0.0%,59.3%,48.2%,51.8%,0.0%,0.0%,39.9%,0.0%,6.0%,19.2%,12.1%,1.5%,12.4%,1.1%,3.4%,0.0%,4.3%,,,,,,,,,,,,,,,,,,,,,
1163760,1,1,4,2,4,4,9,1,1,36,9,57,50000,95,6081.00,1.67,526.32,12.16,94.8%,5.3%,0.0%,21.9%,4.2%,3.6%,2.4%,2.0%,2.3%,11.6%,0.9%,51.2%,22.0%,64.0%,4.2%,9.9%,53.1%,6.9%,11.6%,9.9%,4.2%,0.0%,2.3%,4.0%,2.7%,4.2%,1.2%,,,,,,,,,,,,,,,,,,,,,
1163830,1,1,4,2,2,7,4,2,1,49,4,11,3450,14,331.00,1.27,246.43,9.59,93.5%,6.5%,0.0%,0.0%,47.8%,0.0%,0.0%,0.0%,23.9%,0.0%,6.5%,21.7%,10.9%,41.3%,47.8%,0.0%,10.9%,13.0%,0.0%,4.3%,0.0%,0.0%,23.9%,0.0%,0.0%,47.8%,0.0%,,,,,,,,,,,,,,,,,,,,,
1165010,1,0,0,0,4,0,0,5,0,0,5,21,13400,37,2096.50,1.76,362.16,15.65,95.3%,1.7%,3.0%,20.9%,0.0%,20.1%,0.0%,2.2%,0.0%,0.7%,0.0%,56.0%,56.5%,43.5%,0.0%,0.0%,27.1%,0.0%,2.4%,59.1%,7.5%,1.7%,0.0%,0.0%,2.2%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1165070,3,1,10,2,4,5,7,2,1,15,5,13,7975,23,961.50,1.77,346.74,12.06,90.6%,0.0%,9.4%,2.5%,1.9%,0.0%,0.0%,0.0%,7.5%,8.8%,0.0%,79.3%,64.3%,33.9%,1.9%,0.0%,2.5%,0.0%,82.4%,0.0%,0.0%,0.0%,7.5%,0.0%,0.0%,1.9%,5.6%,,,,,,,,,,,,,,,,,,,,,
1165090,1,3,10,2,4,5,3,4,1,22,4,15,5800,19,1046.00,1.27,305.26,18.03,100.0%,0.0%,0.0%,2.6%,0.0%,0.0%,0.0%,14.2%,5.2%,0.0%,0.0%,78.0%,75.0%,23.3%,0.0%,1.7%,35.3%,15.5%,23.3%,0.0%,0.0%,0.0%,5.2%,0.0%,20.7%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1165100,2,1,4,2,4,6,3,4,1,17,5,20,5375,31,761.50,1.55,173.39,14.17,70.7%,19.5%,9.8%,21.9%,0.0%,12.6%,0.0%,0.0%,11.2%,0.0%,11.2%,43.3%,37.7%,62.3%,0.0%,0.0%,30.2%,14.0%,29.3%,12.6%,0.0%,0.0%,11.2%,0.0%,0.0%,0.0%,2.8%,,,,,,,,,,,,,,,,,,,,,
1165160,1,0,0,2,4,6,3,4,1,27,3,24,8600,46,1033.00,1.92,186.96,12.01,70.9%,20.1%,9.0%,0.0%,1.7%,18.3%,0.0%,0.0%,0.0%,0.0%,0.0%,79.9%,16.9%,69.8%,1.7%,11.6%,36.3%,0.0%,0.0%,46.8%,15.1%,0.0%,0.0%,0.0%,0.0%,1.7%,0.0%,,,,,,,,,,,,,,,,,,,,,
1165310,1,1,10,2,4,5,2,4,1,25,4,22,4725,26,711.50,1.18,181.73,15.06,98.4%,1.6%,0.0%,17.5%,0.0%,1.6%,0.0%,0.0%,0.0%,4.2%,0.0%,76.7%,56.1%,43.9%,0.0%,0.0%,43.9%,0.0%,4.2%,34.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.9%,,,,,,,,,,,,,,,,,,,,,
1165330,2,1,4,2,4,5,4,4,1,31,4,17,14625,28,2035.50,1.65,522.32,13.92,86.8%,4.6%,8.5%,61.0%,0.0%,0.0%,0.0%,0.0%,0.0%,3.4%,4.6%,30.9%,47.4%,52.6%,0.0%,0.0%,70.1%,9.7%,3.4%,0.7%,0.7%,11.3%,0.0%,0.0%,0.0%,0.0%,4.1%,,,,,,,,,,,,,,,,,,,,,
1165390,3,1,4,2,4,4,3,4,1,19,5,24,9350,26,928.00,1.08,359.62,9.93,62.3%,37.7%,0.0%,12.8%,0.0%,7.2%,0.0%,0.0%,0.0%,12.8%,3.2%,63.9%,11.5%,68.2%,0.0%,20.3%,52.7%,6.4%,18.4%,7.2%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,14.4%,,,,,,,,,,,,,,,,,,,,,
1165460,2,3,10,2,4,5,6,3,1,23,3,17,9400,30,911.00,1.76,313.33,9.69,91.0%,0.0%,9.0%,40.4%,12.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,46.8%,4.0%,82.4%,12.8%,0.8%,60.4%,17.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.8%,9.6%,,,,,,,,,,,,,,,,,,,,,
1165720,2,3,5,2,4,4,4,4,1,31,6,38,9600,48,1185.00,1.26,200.00,12.34,60.2%,38.3%,1.6%,19.3%,1.6%,10.2%,0.0%,0.0%,10.2%,5.2%,0.0%,53.6%,24.2%,63.5%,1.6%,10.7%,39.1%,1.0%,5.2%,24.0%,2.1%,4.7%,10.2%,0.0%,0.0%,1.6%,12.2%,,,,,,,,,,,,,,,,,,,,,
1166020,3,3,17,2,4,1,7,2,1,26,4,41,22085,61,2611.00,1.49,362.05,11.82,87.9%,4.8%,7.4%,56.4%,0.0%,0.0%,0.0%,0.0%,1.7%,0.0%,1.4%,40.6%,21.6%,72.6%,1.8%,4.1%,76.3%,3.2%,9.7%,1.0%,0.0%,0.9%,1.7%,3.7%,0.0%,0.0%,3.4%,,,,,,,,,,,,,,,,,,,,,
1166080,2,1,10,2,4,8,2,4,1,21,6,23,8575,36,1001.50,1.57,238.19,11.68,100.0%,0.0%,0.0%,11.7%,3.5%,3.5%,19.8%,0.0%,0.0%,14.0%,0.0%,47.5%,30.6%,57.7%,3.5%,8.2%,46.1%,0.0%,29.7%,18.4%,2.3%,0.0%,0.0%,0.0%,0.0%,3.5%,0.0%,,,,,,,,,,,,,,,,,,,,,
1166340,2,1,4,2,4,5,5,4,1,48,3,17,5635,22,770.80,1.29,256.14,13.68,90.7%,0.0%,9.3%,3.5%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,63.2%,23.5%,65.8%,0.0%,10.6%,21.3%,0.0%,17.3%,33.3%,0.0%,0.0%,0.0%,2.7%,0.0%,0.0%,25.5%,,,,,,,,,,,,,,,,,,,,,
1166460,2,3,10,2,4,5,3,4,1,40,3,34,15625,49,1877.00,1.44,318.88,12.01,91.5%,7.8%,0.6%,0.0%,0.0%,0.0%,5.8%,0.0%,0.0%,0.0%,1.0%,93.3%,37.8%,56.8%,0.0%,5.4%,73.0%,1.0%,0.0%,4.8%,12.8%,0.0%,0.0%,0.0%,0.0%,0.0%,8.5%,,,,,,,,,,,,,,,,,,,,,
1166470,3,1,10,2,4,5,2,4,1,29,2,15,6100,32,771.00,2.13,190.63,12.64,98.8%,0.0%,1.2%,47.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,52.5%,38.9%,61.1%,0.0%,0.0%,68.4%,0.0%,27.5%,0.0%,0.0%,0.0%,0.0%,4.1%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1166740,2,3,10,2,4,3,5,1,1,38,4,13,6925,13,940.50,1.00,532.69,13.58,89.2%,10.8%,0.0%,6.5%,0.0%,0.0%,8.7%,0.0%,8.7%,0.0%,0.0%,76.2%,56.7%,43.3%,0.0%,0.0%,47.7%,0.0%,2.2%,35.7%,5.8%,0.0%,8.7%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1166870,2,3,10,2,4,4,6,4,1,13,3,6,8250,17,1315.00,2.83,485.29,15.94,56.4%,21.8%,21.8%,0.0%,0.0%,96.4%,0.0%,0.0%,2.7%,0.0%,0.0%,0.9%,0.9%,99.1%,0.0%,0.0%,0.0%,0.0%,0.0%,96.4%,0.0%,0.9%,2.7%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1166960,3,1,10,2,4,5,5,4,1,19,2,9,2800,12,281.50,1.33,233.33,10.05,100.0%,0.0%,0.0%,0.0%,0.0%,18.8%,0.0%,0.0%,0.0%,0.0%,0.0%,81.3%,0.0%,78.6%,0.0%,21.4%,39.3%,0.0%,0.0%,18.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,42.0%,,,,,,,,,,,,,,,,,,,,,
1166980,2,1,10,2,4,4,3,4,1,25,4,13,5300,28,676.50,2.15,189.29,12.76,100.0%,0.0%,0.0%,63.7%,0.0%,0.0%,0.0%,0.0%,2.8%,3.8%,0.0%,29.7%,25.9%,70.3%,0.0%,3.8%,76.4%,12.7%,5.2%,0.0%,0.0%,2.8%,2.8%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1167090,2,3,10,2,4,5,5,4,1,15,3,5,9025,22,1218.00,4.40,410.23,13.50,77.6%,22.4%,0.0%,4.4%,0.0%,0.0%,0.0%,0.0%,89.8%,0.0%,0.0%,5.8%,5.8%,94.2%,0.0%,0.0%,7.8%,0.0%,0.0%,0.0%,0.0%,2.5%,89.8%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1167230,3,3,10,2,3,5,4,4,1,29,5,23,5050,28,851.00,1.22,180.36,16.85,92.6%,7.4%,0.0%,0.0%,0.0%,8.9%,4.0%,8.9%,0.0%,0.0%,10.4%,67.8%,53.5%,36.6%,0.0%,9.9%,16.8%,43.1%,7.4%,14.9%,0.0%,4.0%,0.0%,0.0%,8.9%,0.0%,5.0%,,,,,,,,,,,,,,,,,,,,,
1167340,3,3,17,2,4,4,9,4,1,13,4,19,29100,25,3302.75,1.32,1164.00,11.35,100.0%,0.0%,0.0%,24.7%,18.0%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,55.8%,17.0%,64.9%,18.0%,0.0%,62.3%,12.7%,0.0%,3.1%,0.0%,3.9%,0.0%,0.0%,0.0%,18.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
1167350,2,1,4,2,4,5,2,4,2,20,3,15,5500,19,460.00,1.27,289.47,8.36,75.9%,18.6%,5.5%,0.0%,10.9%,0.0%,0.0%,2.7%,0.0%,0.0%,0.0%,86.4%,13.6%,50.9%,20.9%,14.5%,69.1%,14.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.7%,13.6%,0.0%,,,,,,,,,,,,,,,,,,,,,
1167670,3,3,10,2,4,4,6,4,1,15,3,9,12300,14,1385.00,1.56,878.57,11.26,100.0%,0.0%,0.0%,23.6%,0.0%,0.0%,57.7%,0.0%,0.0%,0.0%,0.0%,18.7%,9.8%,90.2%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7148862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
